timestamp,household_id,num_occupants,house_size_sqft,num_appliances,outside_temp_celsius,heating_type,cooling_type,energy_consumption_kwh,monthly_income,has_solar_panels,smart_meter_installed,weekday,is_weekend,water_heater_type,washing_machine_usage_per_week,internet_connected_devices,avg_daily_usage_hours,notes,occupant_names,manual_override
2018-02-09,1070,5.0,3981.0,20,19.6,Electrc,Fan,24.13,93955.0,1,1,Friday,0,electric,2,12,11.6,unknown,,Yes
2022-04-10,1910,4.0,3942.0,17,9.5,Electrc,None,45.64,155354.0,0,1,Sunday,1,solar,10,12,13.9,,,
2021-07-08,1913,3.0,3680.0,8,,Electrc,None,31.3,156384.0,1,1,Thursday,0,gas,4,1,21.8,,Unknown,Y
19/11/2021,1593,1.0,1345.0,20,23.1,Gas,Fan,54.85,168844.0,0,0,Friday,0,solar,0,11,22.9,,"John, Mary",Y
2020-08-12,1371,5.0,2230.0,17,6.4,None,None,50.52,162436.0,1,0,Wednesday,0,solar,0,13,19.6,,,No
2021-06-03,1616,5.0,535.0,5,11.6,Electrc,ac,40.5,92749.0,0,1,Thursday,0,gas,6,10,19.6,,N/A,Yes
2020-09-10,1599,2.0,1613.0,8,11.3,None,ac,24.84,194651.0,0,0,Thursday,0,gas,14,12,19.1, ,N/A,N
2021-02-21,1513,5.0,1520.0,19,18.7,Electrc,None,2.93,185421.0,0,0,Sunday,1,gas,4,15,16.9,normal usage,Kumar,No
2020-09-01,1871,,,20,21.8,None,ac,28.55,48946.0,1,0,Tuesday,0,gas,1,15,8.7,unknown,"John, Mary",No
2018-02-07,1083,5.0,,8,-0.6,Gas,ac,18.64,172832.0,0,0,Wednesday,0,solar,8,12,16.2,peak hours,,No
2018-11-24,1993,1.0,,21,7.7,Gas,ac,29.07,143614.0,1,1,Saturday,1,gas,8,17,6.1,,Unknown,
28/06/2021,1042,6.0,3565.0,15,7.3,None,ac,25.25,171569.0,0,0,Monday,0,electric,8,16,5.6,,,
2021-04-14,1665,,1819.0,9,12.7,None,ac,24.37,50598.0,1,0,Wednesday,0,solar,3,3,20.9,,"John, Mary",Yes
2022-06-14,1838,3.0,3260.0,17,,Gas,ac,29.81,98239.0,1,1,Tuesday,0,electric,3,16,15.3,unknown,N/A,No
2020-07-02,1933,5.0,3617.0,16,26.3,Gas,Fan,3.79,127743.0,0,1,Thursday,0,electric,10,8,5.3, ,Kumar,
30/03/2019,1605,2.0,,7,15.6,None,None,22.48,178010.0,0,0,Saturday,1,solar,8,16,10.2,Check meter,,
2018-02-06,1809,3.0,1118.0,8,13.7,None,Fan,49.04,112332.0,1,1,Tuesday,0,solar,11,18,18.0,peak hours,"John, Mary",No
2021-09-01,1132,,,14,22.5,Gas,None,45.13,50359.0,0,1,Wednesday,0,solar,0,18,22.8,unknown,Unknown,
2022-09-08,1394,5.0,645.0,13,20.2,Electrc,None,29.7,80494.0,0,1,Thursday,0,gas,7,16,21.0,normal usage,N/A,Y
2020-08-30,1064,3.0,1367.0,14,20.1,None,Fan,5.11,198399.0,0,1,Sunday,1,gas,0,15,13.5, ,Kumar,No
2020-03-06,1289,,919.0,17,14.8,Electrc,None,25.5,187191.0,0,1,Friday,0,electric,6,3,10.4,normal usage,"John, Mary",
2020-08-30,1375,1.0,2495.0,5,16.0,Electrc,Fan,21.85,52688.0,0,0,Sunday,1,solar,13,7,10.9,normal usage,"John, Mary",
2019-08-16,1768,3.0,2213.0,16,23.4,None,None,32.65,164089.0,1,1,Friday,0,electric,5,8,18.9,unknown,Kumar,Y
2021-02-11,1466,2.0,1072.0,15,20.3,Electrc,ac,32.32,157492.0,1,0,Thursday,0,electric,10,18,20.3,normal usage,N/A,
2020-11-29,1897,1.0,2459.0,12,32.3,None,ac,37.42,,0,0,Sunday,1,gas,14,5,11.9,,Ali;Sara,N
2021-08-17,1212,4.0,1526.0,18,16.4,Gas,Fan,9.09,71833.0,1,1,Tuesday,0,solar,7,5,16.8,Check meter,,Yes
2018-08-12,1147,2.0,1786.0,18,21.5,None,ac,1.78,185996.0,0,0,Sunday,1,gas,4,13,19.2,normal usage,Ali;Sara,
2018-11-14,1572,5.0,3346.0,24,13.8,Gas,Fan,23.45,89350.0,1,0,Wednesday,0,gas,12,9,21.1,peak hours,"John, Mary",N
2018-12-15,1470,2.0,820.0,21,18.2,None,Fan,14.33,77060.0,1,0,Saturday,1,gas,7,13,17.2,normal usage,,N
25/04/2018,1148,4.0,2099.0,23,,Gas,Fan,32.88,63722.0,0,1,Wednesday,0,gas,5,17,21.4,peak hours,Kumar,
2019-11-29,1087,2.0,2793.0,24,10.6,Gas,ac,30.99,137021.0,1,1,Friday,0,solar,13,14,10.3,,Unknown,Yes
2021-09-08,1323,1.0,2112.0,21,8.5,Electrc,Fan,11.27,162622.0,1,1,Wednesday,0,gas,8,13,18.3,unknown,,Y
2022-05-11,1894,6.0,976.0,10,21.4,Electrc,ac,34.25,31552.0,1,0,Wednesday,0,electric,2,2,12.6, ,,Yes
29/11/2020,1395,2.0,3830.0,18,19.5,Electrc,None,40.37,65932.0,0,1,Sunday,1,gas,3,10,22.6, ,"John, Mary",Yes
2018-02-09,1789,3.0,3664.0,22,29.7,Gas,Fan,54.11,81515.0,1,0,Friday,0,gas,6,7,9.2, ,,
2022-11-08,1403,,2326.0,21,15.0,None,None,12.98,99258.0,0,0,Tuesday,0,gas,14,14,20.0, ,Kumar,
2021-08-05,1081,2.0,1282.0,10,5.1,Electrc,Fan,26.94,120601.0,0,1,Thursday,0,solar,1,4,22.7, ,N/A,No
2021-07-09,1640,4.0,1032.0,9,15.1,Electrc,None,21.05,153886.0,1,0,Friday,0,gas,5,16,18.0,Check meter,"John, Mary",
2018-08-04,1285,,1862.0,17,22.7,None,ac,58.44,123284.0,0,0,Saturday,1,gas,7,15,20.0,,N/A,No
2021-03-16,1381,,2447.0,20,-6.2,Electrc,ac,3.63,68703.0,0,1,Tuesday,0,electric,2,8,21.8, ,N/A,No
2018-12-02,1864,3.0,3831.0,13,14.9,None,ac,41.23,49689.0,0,1,Sunday,1,gas,0,7,10.9, ,Kumar,
2021-04-06,1791,5.0,2784.0,16,21.7,None,Fan,23.84,39564.0,1,0,Tuesday,0,gas,4,14,7.4,Check meter,,No
2018-04-02,1269,2.0,1664.0,14,17.3,None,Fan,14.87,197777.0,0,1,Monday,0,solar,3,4,22.8,Check meter,N/A,Yes
2018-12-19,1291,1.0,,17,11.4,Electrc,None,27.0,87440.0,1,1,Wednesday,0,gas,2,1,5.7,,Kumar,
2019-07-25,1452,4.0,,23,3.0,None,Fan,33.1,139623.0,1,0,Thursday,0,gas,5,13,14.2, ,Unknown,N
2022-05-14,1714,,3226.0,20,14.9,Gas,Fan,1.91,37639.0,0,1,Saturday,1,gas,4,11,11.1,Check meter,Ali;Sara,No
2020-03-26,1023,4.0,,21,,None,None,26.01,68604.0,0,1,Thursday,0,electric,2,6,15.5,Check meter,,
2022-09-01,1955,6.0,,20,21.7,Gas,ac,25.28,129081.0,1,0,Thursday,0,gas,1,1,23.8,Check meter,,Yes
2020-02-20,1862,6.0,2093.0,18,15.6,Electrc,ac,6.17,116089.0,1,0,Thursday,0,solar,2,3,5.9, ,N/A,N
2018-12-29,1310,,2247.0,20,29.9,Electrc,Fan,42.4,75984.0,0,1,Saturday,1,solar,13,7,19.6,peak hours,Unknown,Y
2019-07-11,1460,2.0,2677.0,19,,Electrc,None,14.83,135115.0,0,0,Thursday,0,electric,9,6,5.5,normal usage,,N
2021-09-30,1207,5.0,2533.0,16,11.6,None,Fan,48.91,120906.0,1,1,Thursday,0,gas,3,10,10.0,Check meter,Kumar,Yes
2022-09-13,1791,2.0,2558.0,9,22.3,Electrc,Fan,21.31,20179.0,1,0,Tuesday,0,electric,8,15,18.4,normal usage,"John, Mary",No
2021-04-08,1716,3.0,756.0,15,26.4,None,Fan,-2.24,98150.0,0,0,Thursday,0,gas,5,5,10.2,normal usage,,No
2018-12-22,1663,,3363.0,9,22.7,None,ac,52.59,73919.0,1,1,Saturday,1,solar,14,12,16.6,Check meter,Ali;Sara,Y
2018-07-10,1437,,2916.0,15,5.5,Electrc,ac,11.29,193673.0,1,0,Tuesday,0,gas,5,5,23.4,,,Y
2022-08-18,1537,6.0,3491.0,6,10.2,None,Fan,20.9,81552.0,1,0,Thursday,0,electric,0,10,21.6,,,
26/02/2019,1705,3.0,1917.0,23,-7.4,None,None,19.21,164633.0,0,0,Tuesday,0,electric,9,2,20.9,normal usage,,N
2019-12-01,1335,4.0,1942.0,21,15.5,Electrc,ac,21.75,64154.0,1,1,Sunday,1,solar,3,9,8.7, ,Ali;Sara,N
2018-01-07,1421,6.0,1381.0,23,26.6,None,ac,32.39,58869.0,0,1,Sunday,1,electric,10,1,10.2, ,Ali;Sara,No
2018-05-13,1749,3.0,518.0,16,15.1,Gas,ac,47.39,,0,0,Sunday,1,solar,14,10,20.0,normal usage,N/A,N
2022-11-06,1320,,609.0,24,20.8,Electrc,ac,-0.3,196624.0,0,1,Sunday,1,solar,2,6,18.9,Check meter,Kumar,
2019-07-11,1496,5.0,1960.0,9,20.5,Electrc,None,27.08,112842.0,1,1,Thursday,0,electric,3,8,10.5, ,,
2020-04-05,1586,6.0,3052.0,16,11.8,Electrc,None,45.48,188839.0,0,1,Sunday,1,solar,1,6,13.1,,Ali;Sara,N
2020-01-31,1946,1.0,1557.0,20,-9.3,Gas,ac,30.68,76106.0,0,1,Friday,0,electric,9,17,17.3,Check meter,N/A,Yes
20/11/2020,1162,3.0,1811.0,5,28.4,None,ac,34.42,121298.0,0,0,Friday,0,gas,8,19,15.0,peak hours,Unknown,
2019-06-19,1810,,2367.0,6,19.3,Gas,ac,45.89,27688.0,1,1,Wednesday,0,solar,5,16,13.7,normal usage,Unknown,
2019-03-02,1540,3.0,1502.0,14,2.5,None,None,7.0,107469.0,1,0,Saturday,1,gas,0,13,6.9,,"John, Mary",
2021-11-18,1164,4.0,754.0,6,18.7,Electrc,None,32.51,140910.0,1,0,Thursday,0,gas,3,14,13.3,,N/A,N
2019-11-03,1848,6.0,1137.0,14,17.0,Gas,ac,42.26,175997.0,1,1,Sunday,1,solar,10,19,23.9,,,Y
29/12/2018,1697,3.0,2542.0,22,28.1,Electrc,ac,36.69,166663.0,1,0,Saturday,1,electric,4,8,11.5, ,,Y
2021-12-31,1565,5.0,2681.0,5,19.7,Electrc,None,21.07,,1,1,Friday,0,electric,1,19,18.2,,N/A,N
2022-08-21,1294,3.0,3046.0,9,19.8,Electrc,None,3.09,76623.0,1,0,Sunday,1,gas,6,14,14.6,,,No
2022-04-24,1041,5.0,896.0,16,17.0,None,None,34.35,164233.0,0,0,Sunday,1,electric,3,19,20.1,normal usage,Ali;Sara,N
2018-03-23,1923,6.0,2121.0,21,7.3,Electrc,None,21.43,80042.0,0,0,Friday,0,solar,4,11,19.2, ,,No
2018-12-22,1284,2.0,3194.0,23,21.7,None,Fan,38.92,175519.0,1,1,Saturday,1,gas,7,15,22.9,,Ali;Sara,Yes
2021-07-05,1938,6.0,1184.0,22,14.7,Electrc,ac,18.05,172036.0,1,1,Monday,0,electric,6,16,17.4,normal usage,"John, Mary",
2022-10-08,1386,,3784.0,17,5.5,Electrc,None,50.69,102364.0,0,1,Saturday,1,electric,11,13,23.0,normal usage,Kumar,Yes
12/08/2019,1137,1.0,2356.0,7,8.4,None,Fan,45.5,160375.0,1,1,Monday,0,gas,2,11,5.8,peak hours,"John, Mary",N
2022-03-28,1186,2.0,3921.0,14,3.6,Electrc,ac,11.16,88878.0,1,0,Monday,0,electric,4,11,12.7, ,Unknown,N
2018-10-22,1909,2.0,,18,,Electrc,ac,54.75,95292.0,0,0,Monday,0,electric,7,15,17.8, ,"John, Mary",N
2021-06-01,1715,1.0,1510.0,12,34.8,None,None,9.91,123578.0,1,1,Tuesday,0,gas,9,6,14.1,,Unknown,
2022-03-29,1430,,2666.0,14,26.6,Gas,ac,39.1,93491.0,1,0,Tuesday,0,gas,3,9,22.7,,Unknown,N
2020-12-05,1553,6.0,801.0,6,18.8,Electrc,Fan,26.24,,0,0,Saturday,1,solar,6,3,7.7,Check meter,Kumar,Yes
2022-08-18,1861,3.0,3856.0,17,14.3,Gas,None,28.04,,1,1,Thursday,0,gas,11,19,14.1,Check meter,"John, Mary",
10/02/2021,1415,3.0,,9,,Electrc,ac,46.39,36932.0,1,1,Wednesday,0,gas,8,10,21.3, ,N/A,Yes
2021-06-10,1799,6.0,2030.0,15,5.1,None,ac,35.43,183824.0,1,1,Thursday,0,gas,10,10,19.4,Check meter,Kumar,No
2018-01-17,1425,4.0,1735.0,5,34.5,Gas,None,11.22,167300.0,1,0,Wednesday,0,solar,11,6,20.0,peak hours,Kumar,N
2018-12-26,1415,2.0,,14,4.7,None,Fan,22.17,29431.0,0,1,Wednesday,0,gas,1,14,13.8,Check meter,N/A,Yes
31/05/2021,1025,5.0,1200.0,17,6.5,Electrc,ac,37.15,94800.0,1,1,Monday,0,gas,4,5,11.4,,Kumar,Y
2020-05-15,1370,1.0,3034.0,8,13.0,Gas,Fan,46.07,42250.0,0,0,Friday,0,gas,0,4,14.6, ,"John, Mary",Y
2019-12-01,1384,2.0,3892.0,14,13.9,Electrc,Fan,42.74,48579.0,1,0,Sunday,1,gas,5,13,8.8,unknown,Ali;Sara,N
2019-03-24,1055,3.0,2770.0,16,21.0,None,Fan,26.86,60377.0,0,0,Sunday,1,solar,12,3,17.2, ,N/A,Y
2020-05-05,1252,1.0,2283.0,18,8.3,None,ac,24.67,120316.0,1,0,Tuesday,0,electric,6,13,19.9,Check meter,"John, Mary",No
2018-12-31,1633,5.0,2086.0,7,-4.9,Gas,ac,60.01,75310.0,0,1,Monday,0,solar,5,7,6.4,,,
06/11/2019,1105,,,6,12.7,None,ac,43.52,172557.0,1,1,Wednesday,0,electric,5,12,16.4, ,Unknown,No
2020-10-04,1129,2.0,3542.0,23,13.4,Gas,Fan,27.08,76928.0,1,1,Sunday,1,electric,5,11,15.9,normal usage,N/A,Y
2021-09-11,1848,4.0,3047.0,15,,Gas,ac,30.51,26886.0,1,1,Saturday,1,solar,14,3,10.0,,N/A,N
2019-04-12,1669,2.0,3808.0,11,,None,Fan,14.23,96780.0,1,0,Friday,0,electric,12,18,23.9,,,No
2019-02-18,1375,,1545.0,22,11.5,None,Fan,24.9,74144.0,0,1,Monday,0,gas,7,17,14.5,Check meter,Kumar,Yes
2022-01-18,1742,5.0,2145.0,18,1.8,Gas,Fan,21.27,91982.0,1,1,Tuesday,0,gas,8,14,21.9, ,"John, Mary",Yes
2019-08-09,1966,5.0,1850.0,11,29.6,None,ac,24.32,104984.0,1,1,Friday,0,solar,3,11,8.6,peak hours,Kumar,Yes
2021-06-10,1307,1.0,3698.0,11,29.1,Gas,ac,46.71,73383.0,0,1,Thursday,0,electric,13,7,19.2,,"John, Mary",Y
2021-06-01,1090,,864.0,13,29.0,Electrc,Fan,10.84,122359.0,0,1,Tuesday,0,gas,2,19,6.5,,Unknown,No
2020-09-20,1392,5.0,1567.0,16,3.1,Gas,ac,27.11,93965.0,1,0,Sunday,1,solar,6,4,6.3,unknown,N/A,No
2021-12-06,1533,1.0,1018.0,10,,Electrc,None,15.8,195669.0,1,1,Monday,0,solar,7,11,8.7,unknown,,No
2019-07-26,1801,2.0,3699.0,11,10.8,None,Fan,33.83,38659.0,1,1,Friday,0,electric,2,11,19.0,normal usage,"John, Mary",Y
2018-12-01,1109,1.0,,8,10.2,None,Fan,50.27,117228.0,1,0,Saturday,1,electric,5,1,23.9,unknown,,
2021-05-30,1560,1.0,3701.0,20,5.7,None,ac,40.7,49101.0,0,0,Sunday,1,solar,12,3,20.4,normal usage,Kumar,Yes
2018-02-06,1640,1.0,3076.0,11,40.7,Gas,Fan,33.34,64305.0,1,1,Tuesday,0,electric,6,18,13.1,normal usage,Kumar,N
2020-09-15,1584,,1844.0,12,12.5,None,Fan,45.16,147738.0,1,0,Tuesday,0,gas,12,6,17.2,peak hours,,Yes
2018-10-05,1339,1.0,2733.0,12,5.8,None,None,43.51,,0,0,Friday,0,solar,6,2,14.0,,N/A,Yes
2021-05-04,1564,5.0,2145.0,24,,None,ac,23.54,28789.0,0,0,Tuesday,0,solar,10,16,9.7,peak hours,Kumar,Yes
2020-07-04,1978,6.0,3345.0,7,22.6,Electrc,None,4.36,25994.0,1,1,Saturday,1,solar,1,3,16.7,normal usage,"John, Mary",
2019-04-29,1355,3.0,1481.0,13,13.6,None,ac,47.46,47114.0,1,0,Monday,0,solar,13,6,15.1, ,,N
19/06/2021,1891,1.0,2895.0,23,17.4,Electrc,None,12.36,91470.0,0,1,Saturday,1,gas,7,15,15.2,,Ali;Sara,Y
2021-09-09,1167,4.0,2536.0,17,25.0,Electrc,Fan,12.55,153156.0,1,1,Thursday,0,electric,9,18,6.2,Check meter,N/A,
2020-01-01,1556,2.0,1421.0,11,5.5,Electrc,Fan,26.0,48871.0,0,0,Wednesday,0,electric,12,9,7.3,normal usage,,N
2018-07-11,1451,2.0,3468.0,24,16.8,None,None,21.26,169546.0,1,1,Wednesday,0,electric,5,14,14.5,normal usage,N/A,N
06/11/2020,1904,6.0,1456.0,19,8.6,Electrc,None,12.37,68337.0,0,1,Friday,0,electric,5,8,11.8,peak hours,,N
2019-06-08,1104,2.0,,23,7.3,None,None,28.7,186641.0,1,0,Saturday,1,electric,2,1,13.1,unknown,Ali;Sara,Y
2020-07-06,1149,2.0,1810.0,6,32.5,Electrc,ac,25.6,36214.0,0,0,Monday,0,solar,5,17,12.4,,N/A,No
2019-02-05,1145,6.0,681.0,16,,Gas,ac,37.26,198661.0,0,1,Tuesday,0,electric,8,11,18.5,,,
2020-06-04,1715,2.0,1974.0,12,4.4,Gas,ac,30.21,88241.0,1,1,Thursday,0,solar,5,4,8.4,peak hours,,N
2019-12-06,1873,1.0,,12,,Gas,None,34.82,,1,0,Friday,0,electric,3,8,22.9,peak hours,Unknown,Yes
2018-01-22,1298,3.0,,17,2.9,None,None,27.73,139547.0,1,1,Monday,0,gas,8,14,13.9,,Kumar,Y
19/04/2019,1166,6.0,813.0,5,12.8,Electrc,ac,34.99,63722.0,0,0,Friday,0,gas,5,7,11.5,Check meter,,
2021-02-17,1712,4.0,3502.0,14,8.2,Electrc,None,23.78,67034.0,0,1,Wednesday,0,gas,5,11,5.4,peak hours,,
2018-07-29,1645,6.0,2568.0,13,20.1,Electrc,ac,28.08,191174.0,0,1,Sunday,1,electric,14,19,11.7,peak hours,"John, Mary",N
02/11/2018,1722,5.0,3352.0,6,34.4,None,Fan,17.22,159119.0,0,1,Friday,0,electric,13,2,16.9,normal usage,Kumar,
17/07/2021,1047,4.0,3123.0,23,13.3,Gas,None,16.9,103197.0,0,0,Saturday,1,electric,13,4,20.1,Check meter,Unknown,
2019-12-05,1637,5.0,902.0,18,8.6,Gas,ac,30.73,,0,1,Thursday,0,electric,13,12,18.9,normal usage,Unknown,
2019-11-18,1238,6.0,1647.0,14,15.9,Electrc,Fan,57.47,52880.0,1,1,Monday,0,electric,13,17,15.9,,N/A,No
2018-10-12,1006,5.0,1112.0,14,29.9,Electrc,ac,36.42,,1,0,Friday,0,gas,7,11,13.3,,Kumar,
17/12/2019,1463,4.0,3690.0,12,20.2,None,None,22.64,82328.0,0,0,Tuesday,0,electric,1,19,15.0,Check meter,Unknown,Yes
2022-08-27,1452,1.0,2376.0,18,13.6,None,Fan,7.95,188625.0,0,0,Saturday,1,solar,1,18,23.3,normal usage,,N
02/02/2020,1783,6.0,,17,-5.7,Electrc,Fan,40.62,52553.0,0,1,Sunday,1,electric,9,18,23.4, ,,Y
2021-06-04,1896,6.0,3517.0,10,14.5,Gas,ac,47.24,78770.0,1,1,Friday,0,gas,14,1,20.3,normal usage,,
05/08/2020,1370,2.0,1192.0,17,22.8,Electrc,Fan,37.68,194753.0,1,1,Wednesday,0,gas,4,13,8.2, ,,No
2019-01-16,1548,6.0,2234.0,7,24.6,None,ac,36.84,165716.0,0,0,Wednesday,0,electric,12,9,22.8,Check meter,,N
05/04/2019,1486,6.0,3506.0,24,28.1,Gas,Fan,8.83,97775.0,0,0,Friday,0,electric,13,3,17.3,unknown,Ali;Sara,Yes
2020-10-27,1210,1.0,3419.0,17,8.3,Electrc,ac,31.88,160308.0,1,1,Tuesday,0,electric,8,15,14.1,,,
2018-01-29,1164,2.0,2225.0,23,11.0,Electrc,Fan,21.14,41804.0,0,1,Monday,0,gas,0,4,15.7,,Kumar,No
2020-06-25,1124,,1339.0,20,13.8,Electrc,ac,39.19,190975.0,0,0,Thursday,0,gas,14,11,14.1,peak hours,Kumar,
2020-11-22,1336,5.0,2650.0,8,22.1,Electrc,None,13.89,84501.0,1,0,Sunday,1,electric,0,4,14.1, ,"John, Mary",Yes
2022-07-28,1191,4.0,2880.0,7,12.4,Gas,Fan,28.93,162866.0,0,0,Thursday,0,gas,1,10,13.2,Check meter,Kumar,N
2020-05-28,1729,3.0,2310.0,19,20.2,None,None,41.24,174071.0,0,1,Thursday,0,gas,14,11,22.0,unknown,N/A,No
2018-03-20,1213,2.0,3701.0,19,11.2,Gas,None,19.18,88386.0,0,1,Tuesday,0,electric,14,7,13.7,,Ali;Sara,Yes
2020-08-04,1573,1.0,,22,7.9,Gas,None,24.41,185713.0,1,1,Tuesday,0,electric,3,17,9.2,,"John, Mary",
2019-04-04,1327,4.0,,11,26.1,Gas,None,43.05,156789.0,0,0,Thursday,0,gas,6,16,9.3,,"John, Mary",Yes
2019-07-24,1956,5.0,3728.0,24,18.1,Electrc,ac,56.45,28806.0,1,1,Wednesday,0,electric,11,2,7.5,unknown,Kumar,
2022-04-11,1380,6.0,2972.0,9,22.5,None,ac,40.84,49963.0,0,1,Monday,0,electric,2,16,15.5, ,"John, Mary",
2022-02-14,1672,6.0,1958.0,12,12.9,Gas,ac,31.11,42219.0,1,1,Monday,0,gas,2,14,11.2, ,N/A,No
2021-12-24,1577,3.0,3960.0,14,23.0,Gas,ac,20.72,121853.0,0,0,Friday,0,solar,13,19,16.0, ,,No
2020-01-08,1797,5.0,1436.0,5,4.4,Gas,None,26.58,154146.0,1,1,Wednesday,0,solar,5,1,22.7,peak hours,Ali;Sara,Y
2021-08-01,1238,2.0,1841.0,15,6.0,Gas,None,39.88,,1,0,Sunday,1,solar,9,10,23.2,,,No
2019-05-31,1531,5.0,2193.0,7,24.4,Gas,Fan,22.26,38535.0,0,1,Friday,0,gas,2,4,10.8,unknown,Ali;Sara,Yes
2021-01-27,1699,1.0,,7,14.3,Electrc,None,23.17,,0,1,Wednesday,0,solar,6,8,9.2,Check meter,Unknown,
2019-02-01,1081,3.0,3418.0,19,12.5,None,None,10.73,56506.0,1,0,Friday,0,solar,6,4,6.1,normal usage,Unknown,Yes
2022-02-21,1362,3.0,2737.0,21,5.8,Electrc,ac,60.29,53499.0,1,1,Monday,0,gas,3,10,10.2,,Kumar,Y
2018-02-08,1504,1.0,3159.0,22,23.0,None,ac,44.52,,0,0,Thursday,0,electric,12,17,14.6,unknown,Ali;Sara,N
18/07/2021,1201,5.0,3982.0,12,33.7,Electrc,Fan,24.04,155156.0,0,1,Sunday,1,gas,9,13,16.4,Check meter,N/A,Yes
2020-06-05,1919,1.0,2469.0,17,21.1,Gas,Fan,50.35,74644.0,1,0,Friday,0,electric,4,16,6.9, ,,Y
2020-03-07,1503,4.0,551.0,14,,Gas,None,35.85,109598.0,0,1,Saturday,1,electric,10,14,9.7,unknown,,N
2018-06-06,1643,1.0,1969.0,7,28.9,None,ac,16.21,55567.0,0,1,Wednesday,0,electric,4,6,5.8, ,,
2021-01-03,1036,5.0,3159.0,24,18.6,None,None,21.87,66106.0,1,1,Sunday,1,solar,0,1,19.7,,,
2020-06-02,1643,1.0,1905.0,18,10.7,None,ac,14.89,56622.0,1,0,Tuesday,0,gas,9,17,10.1,,N/A,N
2022-12-29,1588,2.0,2921.0,17,27.8,None,None,35.12,87741.0,0,0,Thursday,0,electric,9,11,15.8,,,No
2021-02-27,1600,6.0,2499.0,7,13.2,Gas,Fan,62.32,197866.0,0,0,Saturday,1,gas,13,19,13.7,unknown,Kumar,
2022-09-07,1972,1.0,2922.0,17,0.6,Gas,Fan,29.91,38348.0,1,0,Wednesday,0,gas,2,4,14.1,unknown,"John, Mary",No
31/08/2020,1401,,888.0,24,11.8,None,None,20.61,119508.0,0,0,Monday,0,gas,11,2,17.6,,"John, Mary",No
2021-01-12,1764,1.0,2172.0,13,20.3,Gas,Fan,27.49,79981.0,0,0,Tuesday,0,electric,12,6,12.8,,Kumar,Y
2020-11-11,1855,5.0,1173.0,20,7.8,None,ac,55.5,64891.0,0,0,Wednesday,0,solar,12,15,9.7,,N/A,N
22/01/2022,1705,4.0,,12,-3.7,Electrc,ac,41.28,190428.0,1,0,Saturday,1,electric,13,5,12.8,unknown,,
2022-04-12,1175,4.0,3351.0,16,29.7,Gas,None,32.49,171629.0,1,0,Tuesday,0,gas,12,8,20.7,unknown,"John, Mary",N
2022-09-27,1544,6.0,2002.0,16,44.9,None,ac,6.46,36050.0,0,1,Tuesday,0,solar,4,11,15.7, ,,No
2020-04-28,1569,5.0,,23,10.2,Gas,ac,33.56,145550.0,0,1,Tuesday,0,solar,10,18,23.6, ,Unknown,Yes
2021-11-06,1466,5.0,1092.0,21,8.7,None,Fan,19.08,128245.0,1,1,Saturday,1,solar,4,7,19.9,Check meter,Kumar,N
2020-01-18,1200,5.0,,19,1.5,None,None,50.93,189161.0,0,1,Saturday,1,gas,13,16,20.7, ,Unknown,Y
2022-01-03,1539,2.0,3052.0,22,6.8,Gas,None,15.34,24323.0,1,1,Monday,0,electric,5,15,19.9,peak hours,"John, Mary",No
2022-06-16,1546,3.0,582.0,11,-0.3,Gas,ac,17.48,,1,1,Thursday,0,gas,0,4,13.4, ,,
2020-09-15,1998,1.0,2866.0,17,2.0,None,ac,38.64,44197.0,1,0,Tuesday,0,gas,13,4,20.3,normal usage,,
21/01/2018,1636,5.0,3638.0,23,15.0,Gas,None,31.2,137280.0,1,1,Sunday,1,electric,5,4,17.0,Check meter,"John, Mary",Y
2018-10-30,1393,5.0,913.0,20,-0.8,Gas,Fan,17.89,,0,0,Tuesday,0,gas,4,2,9.3, ,N/A,Yes
2020-05-18,1832,5.0,,15,0.3,Electrc,Fan,13.42,162346.0,1,1,Monday,0,gas,8,19,6.8,,,
2018-03-25,1041,4.0,,9,17.1,Gas,Fan,57.43,82578.0,1,1,Sunday,1,gas,12,8,14.5,,"John, Mary",
2022-12-03,1596,5.0,697.0,6,8.8,Electrc,None,28.71,190786.0,1,1,Saturday,1,electric,3,14,16.1,peak hours,,Yes
2022-08-10,1392,1.0,,5,18.6,Gas,ac,31.58,134594.0,0,1,Wednesday,0,electric,5,16,11.6, ,,N
2022-01-16,1699,,2212.0,20,11.6,Gas,None,31.66,119392.0,1,0,Sunday,1,solar,14,10,17.0,normal usage,Unknown,N
2021-11-11,1622,1.0,2845.0,9,13.1,None,ac,2.35,124281.0,0,0,Thursday,0,electric,6,17,7.9,,,N
2022-03-11,1782,2.0,1803.0,11,22.8,Electrc,ac,42.78,76525.0,1,1,Friday,0,electric,12,18,20.3,Check meter,,Y
04/07/2021,1994,3.0,799.0,13,9.5,Electrc,ac,20.58,136144.0,0,0,Sunday,1,solar,1,8,12.6,Check meter,"John, Mary",Yes
2019-07-24,1440,4.0,628.0,8,22.1,None,ac,20.45,184929.0,0,0,Wednesday,0,solar,5,11,18.8,peak hours,N/A,N
2020-07-22,1836,1.0,,23,10.8,Gas,Fan,30.77,124877.0,0,1,Wednesday,0,gas,4,4,21.2,normal usage,,N
31/03/2022,1616,6.0,,24,6.8,Gas,Fan,-1.82,178340.0,0,0,Thursday,0,solar,7,19,9.5,Check meter,,Yes
